day,slope: CO2 vs. MW,intercept,r_val,p_val,error
312,0.295308387384,39991.7419298,0.705784014925,3.64236006236e-07,0.048084745112
313,0.391839052997,15258.3929484,0.862634787925,8.35197379997e-13,0.037272728608
314,0.445422972583,2672.14302483,0.90607295403,9.02326488559e-16,0.0337429258834
315,0.36185914457,22417.8826721,0.84370124738,8.16550299714e-12,0.0373492679027
316,0.451731132983,5040.08333958,0.914396288747,1.66692961406e-16,0.0324426251311
317,0.430762374856,12071.2969011,0.833031754178,2.59497755349e-11,0.0464073045499
318,0.464606916322,1146.72602927,0.909484494606,4.60572434315e-16,0.0344522929439
319,0.465868187584,414.240640001,0.904380719492,1.24778427099e-15,0.03565903494
320,0.459926052919,464.570214026,0.898441261152,3.71808008529e-15,0.0364639536614
321,0.318412944138,31219.2544356,0.709842890237,2.91138145849e-07,0.0512544279824
322,0.446786039307,1984.00234789,0.877837174642,1.03262630351e-13,0.0395450681177
323,0.427363493493,9852.02625653,0.92108828565,3.76753564869e-17,0.0293054749728
324,0.440573612675,7038.27052139,0.894084422241,7.94239707026e-15,0.0358036861735
325,0.434648823679,6884.68477776,0.907484826215,6.8526932252e-16,0.0326395654919
326,0.372265071925,18643.2358093,0.779246500442,3.1584530134e-09,0.048568813031
327,0.392852376315,14838.6396742,0.798500805595,6.69013306798e-10,0.0480456643521
328,0.382146172597,17064.7316151,0.792661047796,1.08966743967e-09,0.0476803834756
329,0.340848518162,25443.4168216,0.715179090982,2.15616341335e-07,0.0540375280505
330,0.348622917124,31769.5988993,0.777385796742,3.63964665872e-09,0.045760927703
331,0.40838998607,16072.739542,0.866967370235,4.72575883322e-13,0.0380827222831
332,0.315791987059,41128.5809116,0.716535104304,1.99559985536e-07,0.0498709707633
